id,topic,word,part_of_speech,meaning,example,review_day
828,Core English,review-0828,,,I review review-0828 today.,"1,2,4,7,14,30"
829,Core English,review-0829,,,I review review-0829 today.,"1,2,4,7,14,30"
830,Core English,review-0830,,,I review review-0830 today.,"1,2,4,7,14,30"
831,Core English,review-0831,,,I review review-0831 today.,"1,2,4,7,14,30"
832,Core English,review-0832,,,I review review-0832 today.,"1,2,4,7,14,30"
833,Core English,review-0833,,,I review review-0833 today.,"1,2,4,7,14,30"
834,Core English,review-0834,,,I review review-0834 today.,"1,2,4,7,14,30"
835,Core English,review-0835,,,I review review-0835 today.,"1,2,4,7,14,30"
836,Core English,review-0836,,,I review review-0836 today.,"1,2,4,7,14,30"
837,Core English,review-0837,,,I review review-0837 today.,"1,2,4,7,14,30"
838,Core English,review-0838,,,I review review-0838 today.,"1,2,4,7,14,30"
839,Core English,review-0839,,,I review review-0839 today.,"1,2,4,7,14,30"
840,Core English,review-0840,,,I review review-0840 today.,"1,2,4,7,14,30"
841,Core English,review-0841,,,I review review-0841 today.,"1,2,4,7,14,30"
842,Core English,review-0842,,,I review review-0842 today.,"1,2,4,7,14,30"
843,Core English,review-0843,,,I review review-0843 today.,"1,2,4,7,14,30"
844,Core English,review-0844,,,I review review-0844 today.,"1,2,4,7,14,30"
845,Core English,review-0845,,,I review review-0845 today.,"1,2,4,7,14,30"
846,Core English,review-0846,,,I review review-0846 today.,"1,2,4,7,14,30"
847,Core English,review-0847,,,I review review-0847 today.,"1,2,4,7,14,30"
848,Core English,review-0848,,,I review review-0848 today.,"1,2,4,7,14,30"
849,Core English,review-0849,,,I review review-0849 today.,"1,2,4,7,14,30"
850,Core English,review-0850,,,I review review-0850 today.,"1,2,4,7,14,30"
851,Core English,review-0851,,,I review review-0851 today.,"1,2,4,7,14,30"
852,Core English,review-0852,,,I review review-0852 today.,"1,2,4,7,14,30"
853,Core English,review-0853,,,I review review-0853 today.,"1,2,4,7,14,30"
854,Core English,review-0854,,,I review review-0854 today.,"1,2,4,7,14,30"
855,Core English,review-0855,,,I review review-0855 today.,"1,2,4,7,14,30"
856,Core English,review-0856,,,I review review-0856 today.,"1,2,4,7,14,30"
857,Core English,review-0857,,,I review review-0857 today.,"1,2,4,7,14,30"
858,Core English,review-0858,,,I review review-0858 today.,"1,2,4,7,14,30"
859,Core English,review-0859,,,I review review-0859 today.,"1,2,4,7,14,30"
860,Core English,review-0860,,,I review review-0860 today.,"1,2,4,7,14,30"
861,Core English,review-0861,,,I review review-0861 today.,"1,2,4,7,14,30"
862,Core English,review-0862,,,I review review-0862 today.,"1,2,4,7,14,30"
863,Core English,review-0863,,,I review review-0863 today.,"1,2,4,7,14,30"
864,Core English,review-0864,,,I review review-0864 today.,"1,2,4,7,14,30"
865,Core English,review-0865,,,I review review-0865 today.,"1,2,4,7,14,30"
866,Core English,review-0866,,,I review review-0866 today.,"1,2,4,7,14,30"
867,Core English,review-0867,,,I review review-0867 today.,"1,2,4,7,14,30"
868,Core English,review-0868,,,I review review-0868 today.,"1,2,4,7,14,30"
869,Core English,review-0869,,,I review review-0869 today.,"1,2,4,7,14,30"
870,Core English,review-0870,,,I review review-0870 today.,"1,2,4,7,14,30"
871,Core English,review-0871,,,I review review-0871 today.,"1,2,4,7,14,30"
872,Core English,review-0872,,,I review review-0872 today.,"1,2,4,7,14,30"
873,Core English,review-0873,,,I review review-0873 today.,"1,2,4,7,14,30"
874,Core English,review-0874,,,I review review-0874 today.,"1,2,4,7,14,30"
875,Core English,review-0875,,,I review review-0875 today.,"1,2,4,7,14,30"
876,Core English,review-0876,,,I review review-0876 today.,"1,2,4,7,14,30"
877,Core English,review-0877,,,I review review-0877 today.,"1,2,4,7,14,30"
878,Core English,review-0878,,,I review review-0878 today.,"1,2,4,7,14,30"
879,Core English,review-0879,,,I review review-0879 today.,"1,2,4,7,14,30"
880,Core English,review-0880,,,I review review-0880 today.,"1,2,4,7,14,30"
881,Core English,review-0881,,,I review review-0881 today.,"1,2,4,7,14,30"
882,Core English,review-0882,,,I review review-0882 today.,"1,2,4,7,14,30"
883,Core English,review-0883,,,I review review-0883 today.,"1,2,4,7,14,30"
884,Core English,review-0884,,,I review review-0884 today.,"1,2,4,7,14,30"
885,Core English,review-0885,,,I review review-0885 today.,"1,2,4,7,14,30"
886,Core English,review-0886,,,I review review-0886 today.,"1,2,4,7,14,30"
887,Core English,review-0887,,,I review review-0887 today.,"1,2,4,7,14,30"
888,Core English,review-0888,,,I review review-0888 today.,"1,2,4,7,14,30"
889,Core English,review-0889,,,I review review-0889 today.,"1,2,4,7,14,30"
890,Core English,review-0890,,,I review review-0890 today.,"1,2,4,7,14,30"
891,Core English,review-0891,,,I review review-0891 today.,"1,2,4,7,14,30"
892,Core English,review-0892,,,I review review-0892 today.,"1,2,4,7,14,30"
893,Core English,review-0893,,,I review review-0893 today.,"1,2,4,7,14,30"
894,Core English,review-0894,,,I review review-0894 today.,"1,2,4,7,14,30"
895,Core English,review-0895,,,I review review-0895 today.,"1,2,4,7,14,30"
896,Core English,review-0896,,,I review review-0896 today.,"1,2,4,7,14,30"
897,Core English,review-0897,,,I review review-0897 today.,"1,2,4,7,14,30"
898,Core English,review-0898,,,I review review-0898 today.,"1,2,4,7,14,30"
899,Core English,review-0899,,,I review review-0899 today.,"1,2,4,7,14,30"
900,Core English,review-0900,,,I review review-0900 today.,"1,2,4,7,14,30"
901,Core English,review-0901,,,I review review-0901 today.,"1,2,4,7,14,30"
902,Core English,review-0902,,,I review review-0902 today.,"1,2,4,7,14,30"
903,Core English,review-0903,,,I review review-0903 today.,"1,2,4,7,14,30"
904,Core English,review-0904,,,I review review-0904 today.,"1,2,4,7,14,30"
905,Core English,review-0905,,,I review review-0905 today.,"1,2,4,7,14,30"
906,Core English,review-0906,,,I review review-0906 today.,"1,2,4,7,14,30"
907,Core English,review-0907,,,I review review-0907 today.,"1,2,4,7,14,30"
908,Core English,review-0908,,,I review review-0908 today.,"1,2,4,7,14,30"
909,Core English,review-0909,,,I review review-0909 today.,"1,2,4,7,14,30"
910,Core English,review-0910,,,I review review-0910 today.,"1,2,4,7,14,30"
911,Core English,review-0911,,,I review review-0911 today.,"1,2,4,7,14,30"
912,Core English,review-0912,,,I review review-0912 today.,"1,2,4,7,14,30"
913,Core English,review-0913,,,I review review-0913 today.,"1,2,4,7,14,30"
914,Core English,review-0914,,,I review review-0914 today.,"1,2,4,7,14,30"
915,Core English,review-0915,,,I review review-0915 today.,"1,2,4,7,14,30"
916,Core English,review-0916,,,I review review-0916 today.,"1,2,4,7,14,30"
917,Core English,review-0917,,,I review review-0917 today.,"1,2,4,7,14,30"
918,Core English,review-0918,,,I review review-0918 today.,"1,2,4,7,14,30"
919,Core English,review-0919,,,I review review-0919 today.,"1,2,4,7,14,30"
920,Core English,review-0920,,,I review review-0920 today.,"1,2,4,7,14,30"
921,Core English,review-0921,,,I review review-0921 today.,"1,2,4,7,14,30"
922,Core English,review-0922,,,I review review-0922 today.,"1,2,4,7,14,30"
923,Core English,review-0923,,,I review review-0923 today.,"1,2,4,7,14,30"
924,Core English,review-0924,,,I review review-0924 today.,"1,2,4,7,14,30"
925,Core English,review-0925,,,I review review-0925 today.,"1,2,4,7,14,30"
926,Core English,review-0926,,,I review review-0926 today.,"1,2,4,7,14,30"
927,Core English,review-0927,,,I review review-0927 today.,"1,2,4,7,14,30"
928,Core English,review-0928,,,I review review-0928 today.,"1,2,4,7,14,30"
929,Core English,review-0929,,,I review review-0929 today.,"1,2,4,7,14,30"
930,Core English,review-0930,,,I review review-0930 today.,"1,2,4,7,14,30"
931,Core English,review-0931,,,I review review-0931 today.,"1,2,4,7,14,30"
932,Core English,review-0932,,,I review review-0932 today.,"1,2,4,7,14,30"
933,Core English,review-0933,,,I review review-0933 today.,"1,2,4,7,14,30"
934,Core English,review-0934,,,I review review-0934 today.,"1,2,4,7,14,30"
935,Core English,review-0935,,,I review review-0935 today.,"1,2,4,7,14,30"
936,Core English,review-0936,,,I review review-0936 today.,"1,2,4,7,14,30"
937,Core English,review-0937,,,I review review-0937 today.,"1,2,4,7,14,30"
938,Core English,review-0938,,,I review review-0938 today.,"1,2,4,7,14,30"
939,Core English,review-0939,,,I review review-0939 today.,"1,2,4,7,14,30"
940,Core English,review-0940,,,I review review-0940 today.,"1,2,4,7,14,30"
941,Core English,review-0941,,,I review review-0941 today.,"1,2,4,7,14,30"
942,Core English,review-0942,,,I review review-0942 today.,"1,2,4,7,14,30"
943,Core English,review-0943,,,I review review-0943 today.,"1,2,4,7,14,30"
944,Core English,review-0944,,,I review review-0944 today.,"1,2,4,7,14,30"
945,Core English,review-0945,,,I review review-0945 today.,"1,2,4,7,14,30"
946,Core English,review-0946,,,I review review-0946 today.,"1,2,4,7,14,30"
947,Core English,review-0947,,,I review review-0947 today.,"1,2,4,7,14,30"
948,Core English,review-0948,,,I review review-0948 today.,"1,2,4,7,14,30"
949,Core English,review-0949,,,I review review-0949 today.,"1,2,4,7,14,30"
950,Core English,review-0950,,,I review review-0950 today.,"1,2,4,7,14,30"
951,Core English,review-0951,,,I review review-0951 today.,"1,2,4,7,14,30"
952,Core English,review-0952,,,I review review-0952 today.,"1,2,4,7,14,30"
953,Core English,review-0953,,,I review review-0953 today.,"1,2,4,7,14,30"
954,Core English,review-0954,,,I review review-0954 today.,"1,2,4,7,14,30"
955,Core English,review-0955,,,I review review-0955 today.,"1,2,4,7,14,30"
956,Core English,review-0956,,,I review review-0956 today.,"1,2,4,7,14,30"
957,Core English,review-0957,,,I review review-0957 today.,"1,2,4,7,14,30"
958,Core English,review-0958,,,I review review-0958 today.,"1,2,4,7,14,30"
959,Core English,review-0959,,,I review review-0959 today.,"1,2,4,7,14,30"
960,Core English,review-0960,,,I review review-0960 today.,"1,2,4,7,14,30"
961,Core English,review-0961,,,I review review-0961 today.,"1,2,4,7,14,30"
962,Core English,review-0962,,,I review review-0962 today.,"1,2,4,7,14,30"
963,Core English,review-0963,,,I review review-0963 today.,"1,2,4,7,14,30"
964,Core English,review-0964,,,I review review-0964 today.,"1,2,4,7,14,30"
965,Core English,review-0965,,,I review review-0965 today.,"1,2,4,7,14,30"
966,Core English,review-0966,,,I review review-0966 today.,"1,2,4,7,14,30"
967,Core English,review-0967,,,I review review-0967 today.,"1,2,4,7,14,30"
968,Core English,review-0968,,,I review review-0968 today.,"1,2,4,7,14,30"
969,Core English,review-0969,,,I review review-0969 today.,"1,2,4,7,14,30"
970,Core English,review-0970,,,I review review-0970 today.,"1,2,4,7,14,30"
971,Core English,review-0971,,,I review review-0971 today.,"1,2,4,7,14,30"
972,Core English,review-0972,,,I review review-0972 today.,"1,2,4,7,14,30"
973,Core English,review-0973,,,I review review-0973 today.,"1,2,4,7,14,30"
974,Core English,review-0974,,,I review review-0974 today.,"1,2,4,7,14,30"
975,Core English,review-0975,,,I review review-0975 today.,"1,2,4,7,14,30"
976,Core English,review-0976,,,I review review-0976 today.,"1,2,4,7,14,30"
977,Core English,review-0977,,,I review review-0977 today.,"1,2,4,7,14,30"
978,Core English,review-0978,,,I review review-0978 today.,"1,2,4,7,14,30"
979,Core English,review-0979,,,I review review-0979 today.,"1,2,4,7,14,30"
980,Core English,review-0980,,,I review review-0980 today.,"1,2,4,7,14,30"
981,Core English,review-0981,,,I review review-0981 today.,"1,2,4,7,14,30"
982,Core English,review-0982,,,I review review-0982 today.,"1,2,4,7,14,30"
983,Core English,review-0983,,,I review review-0983 today.,"1,2,4,7,14,30"
984,Core English,review-0984,,,I review review-0984 today.,"1,2,4,7,14,30"
985,Core English,review-0985,,,I review review-0985 today.,"1,2,4,7,14,30"
986,Core English,review-0986,,,I review review-0986 today.,"1,2,4,7,14,30"
987,Core English,review-0987,,,I review review-0987 today.,"1,2,4,7,14,30"
988,Core English,review-0988,,,I review review-0988 today.,"1,2,4,7,14,30"
989,Core English,review-0989,,,I review review-0989 today.,"1,2,4,7,14,30"
990,Core English,review-0990,,,I review review-0990 today.,"1,2,4,7,14,30"
991,Core English,review-0991,,,I review review-0991 today.,"1,2,4,7,14,30"
992,Core English,review-0992,,,I review review-0992 today.,"1,2,4,7,14,30"
993,Core English,review-0993,,,I review review-0993 today.,"1,2,4,7,14,30"
994,Core English,review-0994,,,I review review-0994 today.,"1,2,4,7,14,30"
995,Core English,review-0995,,,I review review-0995 today.,"1,2,4,7,14,30"
996,Core English,review-0996,,,I review review-0996 today.,"1,2,4,7,14,30"
997,Core English,review-0997,,,I review review-0997 today.,"1,2,4,7,14,30"
998,Core English,review-0998,,,I review review-0998 today.,"1,2,4,7,14,30"
999,Core English,review-0999,,,I review review-0999 today.,"1,2,4,7,14,30"
1000,Core English,review-1000,,,I review review-1000 today.,"1,2,4,7,14,30"
1001,Core English,review-1001,,,I review review-1001 today.,"1,2,4,7,14,30"
1002,Core English,review-1002,,,I review review-1002 today.,"1,2,4,7,14,30"
1003,Core English,review-1003,,,I review review-1003 today.,"1,2,4,7,14,30"
1004,Core English,review-1004,,,I review review-1004 today.,"1,2,4,7,14,30"
1005,Core English,review-1005,,,I review review-1005 today.,"1,2,4,7,14,30"
1006,Core English,review-1006,,,I review review-1006 today.,"1,2,4,7,14,30"
1007,Core English,review-1007,,,I review review-1007 today.,"1,2,4,7,14,30"
1008,Core English,review-1008,,,I review review-1008 today.,"1,2,4,7,14,30"
1009,Core English,review-1009,,,I review review-1009 today.,"1,2,4,7,14,30"
1010,Core English,review-1010,,,I review review-1010 today.,"1,2,4,7,14,30"
1011,Core English,review-1011,,,I review review-1011 today.,"1,2,4,7,14,30"
1012,Core English,review-1012,,,I review review-1012 today.,"1,2,4,7,14,30"
1013,Core English,review-1013,,,I review review-1013 today.,"1,2,4,7,14,30"
1014,Core English,review-1014,,,I review review-1014 today.,"1,2,4,7,14,30"
1015,Core English,review-1015,,,I review review-1015 today.,"1,2,4,7,14,30"
1016,Core English,review-1016,,,I review review-1016 today.,"1,2,4,7,14,30"
1017,Core English,review-1017,,,I review review-1017 today.,"1,2,4,7,14,30"
1018,Core English,review-1018,,,I review review-1018 today.,"1,2,4,7,14,30"
1019,Core English,review-1019,,,I review review-1019 today.,"1,2,4,7,14,30"
1020,Core English,review-1020,,,I review review-1020 today.,"1,2,4,7,14,30"
1021,Core English,review-1021,,,I review review-1021 today.,"1,2,4,7,14,30"
1022,Core English,review-1022,,,I review review-1022 today.,"1,2,4,7,14,30"
1023,Core English,review-1023,,,I review review-1023 today.,"1,2,4,7,14,30"
1024,Core English,review-1024,,,I review review-1024 today.,"1,2,4,7,14,30"
1025,Core English,review-1025,,,I review review-1025 today.,"1,2,4,7,14,30"
1026,Core English,review-1026,,,I review review-1026 today.,"1,2,4,7,14,30"
1027,Core English,review-1027,,,I review review-1027 today.,"1,2,4,7,14,30"
1028,Core English,review-1028,,,I review review-1028 today.,"1,2,4,7,14,30"
1029,Core English,review-1029,,,I review review-1029 today.,"1,2,4,7,14,30"
1030,Core English,review-1030,,,I review review-1030 today.,"1,2,4,7,14,30"
1031,Core English,review-1031,,,I review review-1031 today.,"1,2,4,7,14,30"
1032,Core English,review-1032,,,I review review-1032 today.,"1,2,4,7,14,30"
1033,Core English,review-1033,,,I review review-1033 today.,"1,2,4,7,14,30"
1034,Core English,review-1034,,,I review review-1034 today.,"1,2,4,7,14,30"
1035,Core English,review-1035,,,I review review-1035 today.,"1,2,4,7,14,30"
1036,Core English,review-1036,,,I review review-1036 today.,"1,2,4,7,14,30"
1037,Core English,review-1037,,,I review review-1037 today.,"1,2,4,7,14,30"
1038,Core English,review-1038,,,I review review-1038 today.,"1,2,4,7,14,30"
1039,Core English,review-1039,,,I review review-1039 today.,"1,2,4,7,14,30"
1040,Core English,review-1040,,,I review review-1040 today.,"1,2,4,7,14,30"
1041,Core English,review-1041,,,I review review-1041 today.,"1,2,4,7,14,30"
1042,Core English,review-1042,,,I review review-1042 today.,"1,2,4,7,14,30"
1043,Core English,review-1043,,,I review review-1043 today.,"1,2,4,7,14,30"
1044,Core English,review-1044,,,I review review-1044 today.,"1,2,4,7,14,30"
1045,Core English,review-1045,,,I review review-1045 today.,"1,2,4,7,14,30"
1046,Core English,review-1046,,,I review review-1046 today.,"1,2,4,7,14,30"
1047,Core English,review-1047,,,I review review-1047 today.,"1,2,4,7,14,30"
1048,Core English,review-1048,,,I review review-1048 today.,"1,2,4,7,14,30"
1049,Core English,review-1049,,,I review review-1049 today.,"1,2,4,7,14,30"
1050,Core English,review-1050,,,I review review-1050 today.,"1,2,4,7,14,30"
1051,Core English,review-1051,,,I review review-1051 today.,"1,2,4,7,14,30"
1052,Core English,review-1052,,,I review review-1052 today.,"1,2,4,7,14,30"
1053,Core English,review-1053,,,I review review-1053 today.,"1,2,4,7,14,30"
1054,Core English,review-1054,,,I review review-1054 today.,"1,2,4,7,14,30"
1055,Core English,review-1055,,,I review review-1055 today.,"1,2,4,7,14,30"
1056,Core English,review-1056,,,I review review-1056 today.,"1,2,4,7,14,30"
1057,Core English,review-1057,,,I review review-1057 today.,"1,2,4,7,14,30"
1058,Core English,review-1058,,,I review review-1058 today.,"1,2,4,7,14,30"
1059,Core English,review-1059,,,I review review-1059 today.,"1,2,4,7,14,30"
1060,Core English,review-1060,,,I review review-1060 today.,"1,2,4,7,14,30"
1061,Core English,review-1061,,,I review review-1061 today.,"1,2,4,7,14,30"
1062,Core English,review-1062,,,I review review-1062 today.,"1,2,4,7,14,30"
1063,Core English,review-1063,,,I review review-1063 today.,"1,2,4,7,14,30"
1064,Core English,review-1064,,,I review review-1064 today.,"1,2,4,7,14,30"
1065,Core English,review-1065,,,I review review-1065 today.,"1,2,4,7,14,30"
1066,Core English,review-1066,,,I review review-1066 today.,"1,2,4,7,14,30"
1067,Core English,review-1067,,,I review review-1067 today.,"1,2,4,7,14,30"
1068,Core English,review-1068,,,I review review-1068 today.,"1,2,4,7,14,30"
1069,Core English,review-1069,,,I review review-1069 today.,"1,2,4,7,14,30"
1070,Core English,review-1070,,,I review review-1070 today.,"1,2,4,7,14,30"
1071,Core English,review-1071,,,I review review-1071 today.,"1,2,4,7,14,30"
1072,Core English,review-1072,,,I review review-1072 today.,"1,2,4,7,14,30"
1073,Core English,review-1073,,,I review review-1073 today.,"1,2,4,7,14,30"
1074,Core English,review-1074,,,I review review-1074 today.,"1,2,4,7,14,30"
1075,Core English,review-1075,,,I review review-1075 today.,"1,2,4,7,14,30"
1076,Core English,review-1076,,,I review review-1076 today.,"1,2,4,7,14,30"
1077,Core English,review-1077,,,I review review-1077 today.,"1,2,4,7,14,30"
1078,Core English,review-1078,,,I review review-1078 today.,"1,2,4,7,14,30"
1079,Core English,review-1079,,,I review review-1079 today.,"1,2,4,7,14,30"
1080,Core English,review-1080,,,I review review-1080 today.,"1,2,4,7,14,30"
1081,Core English,review-1081,,,I review review-1081 today.,"1,2,4,7,14,30"
1082,Core English,review-1082,,,I review review-1082 today.,"1,2,4,7,14,30"
1083,Core English,review-1083,,,I review review-1083 today.,"1,2,4,7,14,30"
1084,Core English,review-1084,,,I review review-1084 today.,"1,2,4,7,14,30"
1085,Core English,review-1085,,,I review review-1085 today.,"1,2,4,7,14,30"
1086,Core English,review-1086,,,I review review-1086 today.,"1,2,4,7,14,30"
1087,Core English,review-1087,,,I review review-1087 today.,"1,2,4,7,14,30"
1088,Core English,review-1088,,,I review review-1088 today.,"1,2,4,7,14,30"
1089,Core English,review-1089,,,I review review-1089 today.,"1,2,4,7,14,30"
1090,Core English,review-1090,,,I review review-1090 today.,"1,2,4,7,14,30"
1091,Core English,review-1091,,,I review review-1091 today.,"1,2,4,7,14,30"
1092,Core English,review-1092,,,I review review-1092 today.,"1,2,4,7,14,30"
1093,Core English,review-1093,,,I review review-1093 today.,"1,2,4,7,14,30"
1094,Core English,review-1094,,,I review review-1094 today.,"1,2,4,7,14,30"
1095,Core English,review-1095,,,I review review-1095 today.,"1,2,4,7,14,30"
1096,Core English,review-1096,,,I review review-1096 today.,"1,2,4,7,14,30"
1097,Core English,review-1097,,,I review review-1097 today.,"1,2,4,7,14,30"
1098,Core English,review-1098,,,I review review-1098 today.,"1,2,4,7,14,30"
1099,Core English,review-1099,,,I review review-1099 today.,"1,2,4,7,14,30"
1100,Core English,review-1100,,,I review review-1100 today.,"1,2,4,7,14,30"
1101,Core English,review-1101,,,I review review-1101 today.,"1,2,4,7,14,30"
1102,Core English,review-1102,,,I review review-1102 today.,"1,2,4,7,14,30"
1103,Core English,review-1103,,,I review review-1103 today.,"1,2,4,7,14,30"
1104,Core English,review-1104,,,I review review-1104 today.,"1,2,4,7,14,30"
1105,Core English,review-1105,,,I review review-1105 today.,"1,2,4,7,14,30"
1106,Core English,review-1106,,,I review review-1106 today.,"1,2,4,7,14,30"
1107,Core English,review-1107,,,I review review-1107 today.,"1,2,4,7,14,30"
1108,Core English,review-1108,,,I review review-1108 today.,"1,2,4,7,14,30"
1109,Core English,review-1109,,,I review review-1109 today.,"1,2,4,7,14,30"
1110,Core English,review-1110,,,I review review-1110 today.,"1,2,4,7,14,30"
1111,Core English,review-1111,,,I review review-1111 today.,"1,2,4,7,14,30"
1112,Core English,review-1112,,,I review review-1112 today.,"1,2,4,7,14,30"
1113,Core English,review-1113,,,I review review-1113 today.,"1,2,4,7,14,30"
1114,Core English,review-1114,,,I review review-1114 today.,"1,2,4,7,14,30"
1115,Core English,review-1115,,,I review review-1115 today.,"1,2,4,7,14,30"
1116,Core English,review-1116,,,I review review-1116 today.,"1,2,4,7,14,30"
1117,Core English,review-1117,,,I review review-1117 today.,"1,2,4,7,14,30"
1118,Core English,review-1118,,,I review review-1118 today.,"1,2,4,7,14,30"
1119,Core English,review-1119,,,I review review-1119 today.,"1,2,4,7,14,30"
1120,Core English,review-1120,,,I review review-1120 today.,"1,2,4,7,14,30"
1121,Core English,review-1121,,,I review review-1121 today.,"1,2,4,7,14,30"
1122,Core English,review-1122,,,I review review-1122 today.,"1,2,4,7,14,30"
1123,Core English,review-1123,,,I review review-1123 today.,"1,2,4,7,14,30"
1124,Core English,review-1124,,,I review review-1124 today.,"1,2,4,7,14,30"
1125,Core English,review-1125,,,I review review-1125 today.,"1,2,4,7,14,30"
1126,Core English,review-1126,,,I review review-1126 today.,"1,2,4,7,14,30"
1127,Core English,review-1127,,,I review review-1127 today.,"1,2,4,7,14,30"
1128,Core English,review-1128,,,I review review-1128 today.,"1,2,4,7,14,30"
1129,Core English,review-1129,,,I review review-1129 today.,"1,2,4,7,14,30"
1130,Core English,review-1130,,,I review review-1130 today.,"1,2,4,7,14,30"
1131,Core English,review-1131,,,I review review-1131 today.,"1,2,4,7,14,30"
1132,Core English,review-1132,,,I review review-1132 today.,"1,2,4,7,14,30"
1133,Core English,review-1133,,,I review review-1133 today.,"1,2,4,7,14,30"
1134,Core English,review-1134,,,I review review-1134 today.,"1,2,4,7,14,30"
1135,Core English,review-1135,,,I review review-1135 today.,"1,2,4,7,14,30"
1136,Core English,review-1136,,,I review review-1136 today.,"1,2,4,7,14,30"
1137,Core English,review-1137,,,I review review-1137 today.,"1,2,4,7,14,30"
1138,Core English,review-1138,,,I review review-1138 today.,"1,2,4,7,14,30"
1139,Core English,review-1139,,,I review review-1139 today.,"1,2,4,7,14,30"
1140,Core English,review-1140,,,I review review-1140 today.,"1,2,4,7,14,30"
1141,Core English,review-1141,,,I review review-1141 today.,"1,2,4,7,14,30"
1142,Core English,review-1142,,,I review review-1142 today.,"1,2,4,7,14,30"
1143,Core English,review-1143,,,I review review-1143 today.,"1,2,4,7,14,30"
1144,Core English,review-1144,,,I review review-1144 today.,"1,2,4,7,14,30"
1145,Core English,review-1145,,,I review review-1145 today.,"1,2,4,7,14,30"
1146,Core English,review-1146,,,I review review-1146 today.,"1,2,4,7,14,30"
1147,Core English,review-1147,,,I review review-1147 today.,"1,2,4,7,14,30"
1148,Core English,review-1148,,,I review review-1148 today.,"1,2,4,7,14,30"
1149,Core English,review-1149,,,I review review-1149 today.,"1,2,4,7,14,30"
1150,Core English,review-1150,,,I review review-1150 today.,"1,2,4,7,14,30"
1151,Core English,review-1151,,,I review review-1151 today.,"1,2,4,7,14,30"
1152,Core English,review-1152,,,I review review-1152 today.,"1,2,4,7,14,30"
1153,Core English,review-1153,,,I review review-1153 today.,"1,2,4,7,14,30"
1154,Core English,review-1154,,,I review review-1154 today.,"1,2,4,7,14,30"
1155,Core English,review-1155,,,I review review-1155 today.,"1,2,4,7,14,30"
1156,Core English,review-1156,,,I review review-1156 today.,"1,2,4,7,14,30"
1157,Core English,review-1157,,,I review review-1157 today.,"1,2,4,7,14,30"
1158,Core English,review-1158,,,I review review-1158 today.,"1,2,4,7,14,30"
1159,Core English,review-1159,,,I review review-1159 today.,"1,2,4,7,14,30"
1160,Core English,review-1160,,,I review review-1160 today.,"1,2,4,7,14,30"
1161,Core English,review-1161,,,I review review-1161 today.,"1,2,4,7,14,30"
1162,Core English,review-1162,,,I review review-1162 today.,"1,2,4,7,14,30"
1163,Core English,review-1163,,,I review review-1163 today.,"1,2,4,7,14,30"
1164,Core English,review-1164,,,I review review-1164 today.,"1,2,4,7,14,30"
1165,Core English,review-1165,,,I review review-1165 today.,"1,2,4,7,14,30"
1166,Core English,review-1166,,,I review review-1166 today.,"1,2,4,7,14,30"
1167,Core English,review-1167,,,I review review-1167 today.,"1,2,4,7,14,30"
1168,Core English,review-1168,,,I review review-1168 today.,"1,2,4,7,14,30"
1169,Core English,review-1169,,,I review review-1169 today.,"1,2,4,7,14,30"
1170,Core English,review-1170,,,I review review-1170 today.,"1,2,4,7,14,30"
1171,Core English,review-1171,,,I review review-1171 today.,"1,2,4,7,14,30"
1172,Core English,review-1172,,,I review review-1172 today.,"1,2,4,7,14,30"
1173,Core English,review-1173,,,I review review-1173 today.,"1,2,4,7,14,30"
1174,Core English,review-1174,,,I review review-1174 today.,"1,2,4,7,14,30"
1175,Core English,review-1175,,,I review review-1175 today.,"1,2,4,7,14,30"
1176,Core English,review-1176,,,I review review-1176 today.,"1,2,4,7,14,30"
1177,Core English,review-1177,,,I review review-1177 today.,"1,2,4,7,14,30"
1178,Core English,review-1178,,,I review review-1178 today.,"1,2,4,7,14,30"
1179,Core English,review-1179,,,I review review-1179 today.,"1,2,4,7,14,30"
1180,Core English,review-1180,,,I review review-1180 today.,"1,2,4,7,14,30"
1181,Core English,review-1181,,,I review review-1181 today.,"1,2,4,7,14,30"
1182,Core English,review-1182,,,I review review-1182 today.,"1,2,4,7,14,30"
1183,Core English,review-1183,,,I review review-1183 today.,"1,2,4,7,14,30"
1184,Core English,review-1184,,,I review review-1184 today.,"1,2,4,7,14,30"
1185,Core English,review-1185,,,I review review-1185 today.,"1,2,4,7,14,30"
1186,Core English,review-1186,,,I review review-1186 today.,"1,2,4,7,14,30"
1187,Core English,review-1187,,,I review review-1187 today.,"1,2,4,7,14,30"
1188,Core English,review-1188,,,I review review-1188 today.,"1,2,4,7,14,30"
1189,Core English,review-1189,,,I review review-1189 today.,"1,2,4,7,14,30"
1190,Core English,review-1190,,,I review review-1190 today.,"1,2,4,7,14,30"
1191,Core English,review-1191,,,I review review-1191 today.,"1,2,4,7,14,30"
1192,Core English,review-1192,,,I review review-1192 today.,"1,2,4,7,14,30"
1193,Core English,review-1193,,,I review review-1193 today.,"1,2,4,7,14,30"
1194,Core English,review-1194,,,I review review-1194 today.,"1,2,4,7,14,30"
1195,Core English,review-1195,,,I review review-1195 today.,"1,2,4,7,14,30"
1196,Core English,review-1196,,,I review review-1196 today.,"1,2,4,7,14,30"
1197,Core English,review-1197,,,I review review-1197 today.,"1,2,4,7,14,30"
1198,Core English,review-1198,,,I review review-1198 today.,"1,2,4,7,14,30"
1199,Core English,review-1199,,,I review review-1199 today.,"1,2,4,7,14,30"
